City;Name_id;Среднее по полю Salary From;Среднее по полю Salary To
Уфа;Упаковщик, комплектовщик;74650;117777,7778
Уфа;Учитель, преподаватель, педагог;26666,66667;47500
Уфа;Фармацевт-провизор;43000;60000
Уфа;Финансовый директор (CFO);0;0
Уфа;Финансовый менеджер;;90000
Уфа;Фитнес-тренер, инструктор тренажерного зала;40000;97000
Уфа;Швея, портной, закройщик;70000;100000
Уфа;Экономист;58916,66667;72800
Уфа;Электромонтажник;85903,08333;94992,25
Уфа;Юрисконсульт;51666,66667;47500
Уфа;Юрист;36500;40000
Уфимский (Свердловская область);Другое;131800;
Уфимский (Свердловская область);Разнорабочий;240000;
Уфимский (Свердловская область);Слесарь, сантехник;240000;
Уфимский (Свердловская область);Токарь, фрезеровщик, шлифовщик;188200;
Ухолово;Упаковщик, комплектовщик;150000;
Ухолово (Рязанская область);Упаковщик, комплектовщик;150000;
Ухта;Бухгалтер;45000;
Ухта;Другое;67500;95000
Ухта;Инженер по охране труда и технике безопасности, инженер-эколог;40000;
Ухта;Инженер ПТО, инженер-сметчик;180000;200000
Ухта;Медицинская сестра, медицинский брат;29444;32041
Ухта;Менеджер по маркетингу, интернет-маркетолог;28000;
Ухта;Менеджер по продажам, менеджер по работе с клиентами;42500;
Ухта;Оператор call-центра, специалист контактного центра;35000;
Ухта;Охранник;4400;4400
Ухта;Руководитель проектов;140000;140000
Ухта;Сервисный инженер, инженер-механик;30000;
Учалы;Инженер ПТО, инженер-сметчик;45000;55000
Учалы;Маляр, штукатур;0;0
Учалы;Машинист;22500;0
Учалы;Разнорабочий;0;0
Учалы;Слесарь, сантехник;56000;100000
Учалы;Технолог;50000;75000
Учалы;Токарь, фрезеровщик, шлифовщик;;75000
Учалы;Торговый представитель;50000;
Учалы;Электромонтажник;;80000
Ушарал;Водитель;250000;300000
Уяр;Автослесарь, автомеханик;0;0
Уяр;Водитель;36666,66667;48333,33333
Уяр;Другое;0;0
Фаниполь;Бухгалтер;2500;
Фаниполь;Менеджер по закупкам;0;0
Фаниполь;Оператор производственной линии;1500;2100
Фатеж;Упаковщик, комплектовщик;150000;
Федоровка (Республика Башкортостан);Другое;131800;
Федоровка (Республика Башкортостан);Разнорабочий;131800;
Федоровка (Республика Башкортостан);Слесарь, сантехник;131000;
Федоровка (Республика Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Федоровский;Фармацевт-провизор;40000;100000
Феодосия;Агент по недвижимости;300000;700000
Феодосия;Другое;0;0
Феодосия;Уборщица, уборщик;31120;36720
Феодосия;Фармацевт-провизор;51000;
Феодосия;Хостес;35000;40000
Фергана;Бухгалтер;300000;
Фергана;Менеджер по продажам, менеджер по работе с клиентами;0;0
Фергана;Торговый представитель;2475000;8700000
Ферзиково;Диспетчер;0;0
Ферзиково;Упаковщик, комплектовщик;150000;
Фершампенуаз (Челябинская область);Другое;131800;
Фершампенуаз (Челябинская область);Разнорабочий;131800;
Фершампенуаз (Челябинская область);Слесарь, сантехник;131000;
Фершампенуаз (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Филимоново (Челябинская область);Другое;131800;
Филимоново (Челябинская область);Разнорабочий;131800;
Филимоново (Челябинская область);Слесарь, сантехник;131000;
Филимоново (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Фокино (Брянская область);Упаковщик, комплектовщик;150000;
Фокино (Приморский край);Водитель;65000;85000
Фокино (Приморский край);Другое;0;0
Фокино (Приморский край);Руководитель отдела продаж;83500;120000
Фролово;Администратор магазина, администратор торгового зала;38000;58000
Фролово;Водитель;93000;130000
Фрязино;Бухгалтер;45000;50000
Фрязино;Водитель;150000;
Фрязино;Другое;40000;45000
Фрязино;Инженер по эксплуатации;80000;
Фрязино;Инженер-конструктор, инженер-проектировщик;100000;
Фрязино;Координатор отдела продаж;50000;
Фрязино;Мастер по ремонту оборудования, техники;65000;80000
Фрязино;Менеджер по логистике, менеджер по ВЭД;120000;
Фрязино;Менеджер по продажам, менеджер по работе с клиентами;65000;
Фрязино;Продавец-консультант, продавец-кассир;40000;16043
Фрязино;Секретарь, помощник руководителя, ассистент;60000;
Фрязино;Слесарь, сантехник;70000;
Фрязино;Технолог;80000;90000
Фрязино;Упаковщик, комплектовщик;65000;72000
Фурманов;Другое;45000;
Фурманов;Сервисный инженер, инженер-механик;60000;
Фурманов;Упаковщик, комплектовщик;150000;
Хабаровск;SMM-менеджер, контент-менеджер;40000;56666,66667
Хабаровск;Автомойщик;60000;100000
Хабаровск;Автослесарь, автомеханик;87857,14286;98000
Хабаровск;Агент по недвижимости;85000;
Хабаровск;Администратор;45916,66667;57570,25
Хабаровск;Администратор магазина, администратор торгового зала;0;0
Хабаровск;Артист, актер, аниматор;50000;
Хабаровск;Бизнес-тренер;0;0
Хабаровск;Бухгалтер;62093,75;73346,15385
Хабаровск;Водитель;90241,37931;101450
Хабаровск;Воспитатель, няня;0;0
Хабаровск;Врач;113500;120000
Хабаровск;Геодезист;140000;185000
Хабаровск;Геолог;128000;0
Хабаровск;Главный врач, заведующий отделением;0;0
Хабаровск;Главный инженер проекта;114500;200000
Хабаровск;Грузчик;48500;59600
Хабаровск;Дворник;31176;31500
Хабаровск;Делопроизводитель, архивариус;61666,66667;
Хабаровск;Директор магазина, директор сети магазинов;70000;
Хабаровск;Диспетчер;116000;
Хабаровск;Другое;74492,08696;66325
Хабаровск;Инженер по качеству;225000;
Хабаровск;Инженер по охране труда и технике безопасности, инженер-эколог;90071,42857;0
Хабаровск;Инженер по эксплуатации;81500;108333,3333
Хабаровск;Инженер ПТО, инженер-сметчик;92000;92250
Хабаровск;Инженер-конструктор, инженер-проектировщик;56833,33333;51250
Хабаровск;Инженер-электроник, инженер-электронщик;120000;
Хабаровск;Инженер-энергетик, инженер-электрик;145000;200000
Хабаровск;Кассир-операционист;35000;
Хабаровск;Кладовщик;58464,28571;65000
Хабаровск;Координатор отдела продаж;60000;70000
Хабаровск;Кредитный специалист;31333,33333;63333,33333
Хабаровск;Курьер;65394,83333;112087,8
Хабаровск;Лаборант;0;0
Хабаровск;Мастер по ремонту оборудования, техники;101500;115333,3333
Хабаровск;Машинист;138451,6129;163916,6667
Хабаровск;Медицинская сестра, медицинский брат;48000;0
Хабаровск;Медицинский представитель;0;0
Хабаровск;Менеджер по закупкам;36666,66667;41666,66667
Хабаровск;Менеджер по логистике, менеджер по ВЭД;78333,33333;
Хабаровск;Менеджер по маркетингу, интернет-маркетолог;60000;90000
Хабаровск;Менеджер по персоналу;43571,42857;37500
Хабаровск;Менеджер по продажам, менеджер по работе с клиентами;65875;112083,3333
Хабаровск;Менеджер по туризму;40000;70000
Хабаровск;Менеджер ресторана;165000;165000
Хабаровск;Менеджер/руководитель АХО;46666,66667;52720
Хабаровск;Мерчандайзер;51100;40000
Хабаровск;Механик;126666,6667;
Хабаровск;Монтажник;85000;
Хабаровск;Научный специалист, исследователь;45000;
Хабаровск;Начальник производства;50000;60000
Хабаровск;Начальник склада;0;0
Хабаровск;Начальник смены, мастер участка;125125;150000
Хабаровск;Оператор call-центра, специалист контактного центра;47875;50000
Хабаровск;Оператор производственной линии;53000;55000
Хабаровск;Офис-менеджер;37000;42500
Хабаровск;Официант, бармен, бариста;37000;
Хабаровск;Охранник;30428,57143;22750
Хабаровск;Повар, пекарь, кондитер;70000;84750
Хабаровск;Программист, разработчик;50000;0
Хабаровск;Продавец-консультант, продавец-кассир;39618,84211;40153,84615
Хабаровск;Промоутер;35000;
Хабаровск;Прораб, мастер СМР;140285,7143;130500
Хабаровск;Разнорабочий;81000;95000
Хабаровск;Руководитель группы разработки;0;0
Хабаровск;Руководитель отдела логистики;0;0
Хабаровск;Руководитель отдела маркетинга и рекламы;0;0
Хабаровск;Руководитель отдела персонала;60000;70000
Хабаровск;Руководитель отдела продаж;120000;
Хабаровск;Руководитель проектов;50000;150000
Хабаровск;Руководитель строительного проекта;180000;
Хабаровск;Руководитель филиала;80000;120000
Хабаровск;Сварщик;88400;86400
Хабаровск;Секретарь, помощник руководителя, ассистент;50000;
Хабаровск;Сервисный инженер, инженер-механик;103777,7778;119250
Хабаровск;Сетевой инженер;110000;
Хабаровск;Системный инженер;0;0
Хабаровск;Слесарь, сантехник;68000;0
Хабаровск;Специалист по информационной безопасности;20000;0
Хабаровск;Специалист по кадрам;52500;
Хабаровск;Специалист по подбору персонала;58000;67720
Хабаровск;Специалист по тендерам;54000;56500
Хабаровск;Специалист службы безопасности;106666,6667;80000
Хабаровск;Специалист технической поддержки;0;0
Хабаровск;Технолог;106833,3333;143000
Хабаровск;Товаровед;45000;
Хабаровск;Токарь, фрезеровщик, шлифовщик;116500;129000
Хабаровск;Торговый представитель;79800;93333,33333
Хабаровск;Уборщица, уборщик;22916,66667;14166,66667
Хабаровск;Учитель, преподаватель, педагог;43333,33333;66666,66667
Хабаровск;Финансовый аналитик, инвестиционный аналитик;93000;130000
Хабаровск;Финансовый менеджер;130000;150000
Хабаровск;Фитнес-тренер, инструктор тренажерного зала;0;0
Хабаровск;Фотограф, ретушер;20000;50000
Хабаровск;Экономист;19250;15666,66667
Хабаровск;Электромонтажник;112500;127000
Хабаровск;Юрисконсульт;39500;25000
Хабаровск;Юрист;61666,66667;95000
Хадыженск;Администратор магазина, администратор торгового зала;29000;43000
Халилово (Оренбургская область);Другое;131800;
Халилово (Оренбургская область);Разнорабочий;131800;
Халилово (Оренбургская область);Слесарь, сантехник;240000;
Халилово (Оренбургская область);Токарь, фрезеровщик, шлифовщик;345000;
Ханты-Мансийск;Автослесарь, автомеханик;0;0
Ханты-Мансийск;Бухгалтер;80000;
Ханты-Мансийск;Водитель;80000;150000
Ханты-Мансийск;Главный инженер проекта;0;0
Ханты-Мансийск;Другое;47666,66667;0
Ханты-Мансийск;Инженер по охране труда и технике безопасности, инженер-эколог;61000;77000
Ханты-Мансийск;Курьер;62742;40000
Ханты-Мансийск;Машинист;157000;162000
Ханты-Мансийск;Медицинская сестра, медицинский брат;70000;
Ханты-Мансийск;Менеджер по закупкам;70000;
Ханты-Мансийск;Менеджер по продажам, менеджер по работе с клиентами;26425,66667;40000
Ханты-Мансийск;Менеджер продукта;50000;60000
Ханты-Мансийск;Мерчандайзер;45380;
Ханты-Мансийск;Механик;100000;125000
Ханты-Мансийск;Переводчик;32000;
Ханты-Мансийск;Продавец-консультант, продавец-кассир;39766,66667;60400
Ханты-Мансийск;Разнорабочий;57000;57000
Ханты-Мансийск;Сварщик;0;0
Ханты-Мансийск;Финансовый менеджер;80000;
Ханты-Мансийск;Электромонтажник;0;0
Ханты-Мансийск;Юрисконсульт;49108;56474
Харабали;Менеджер по логистике, менеджер по ВЭД;50000;
Харабали;Механик;100000;150000
Харовск;Менеджер по продажам, менеджер по работе с клиентами;45000;
Харп;Продавец-консультант, продавец-кассир;44800;
Хасавюрт;Другое;50000;250000
Хасавюрт;Мерчандайзер;39000;
Хасавюрт;Переводчик;32000;
Хатежино;Автослесарь, автомеханик;3000;
Хвастовичи (Калужская область);Повар, пекарь, кондитер;25000;29000
Хвастовичи (Калужская область);Упаковщик, комплектовщик;150000;
Хилково;Врач;75000;
Химки;SMM-менеджер, контент-менеджер;70000;70000
Химки;Администратор магазина, администратор торгового зала;65215;85811
Химки;Аналитик;0;0
Химки;Бухгалтер;75500;60000
Химки;Водитель;103865;125000
Химки;Воспитатель, няня;29500;41000
Химки;Делопроизводитель, архивариус;69000;69000
Химки;Диспетчер;60000;60000
Химки;Другое;58500;62500
Химки;Инженер по эксплуатации;80000;
Химки;Инженер-конструктор, инженер-проектировщик;100000;150000
Химки;Кассир-операционист;60000;68000
Химки;Кладовщик;65966,125;109786,3333
Химки;Курьер;87837;180146,3333
Химки;Медицинский представитель;0;0
Химки;Менеджер по логистике, менеджер по ВЭД;41000;0
Химки;Менеджер по продажам, менеджер по работе с клиентами;68212,58333;67013,875
Химки;Менеджер по туризму;0;0
Химки;Менеджер ресторана;77500;
Химки;Механик;0;0
Химки;Начальник производства;90000;120000
Химки;Начальник склада;90000;
Химки;Начальник смены, мастер участка;78103;78103
Химки;Оператор станков с ЧПУ;80000;150000
Химки;Официант, бармен, бариста;56000;
Химки;Охранник;0;0
Химки;Парикмахер;55000;120000
Химки;Переводчик;32000;
Химки;Повар, пекарь, кондитер;45460;72034,66667
Химки;Продавец-консультант, продавец-кассир;57493,33333;65755,55556
Химки;Разнорабочий;65000;75000
Химки;Сварщик;70000;100000
Химки;Секретарь, помощник руководителя, ассистент;80000;
Химки;Сервисный инженер, инженер-механик;80000;100000
Химки;Специалист по подбору персонала;40000;32500
Химки;Специалист по сертификации;0;0
Химки;Технолог;97500;122500
Химки;Торговый представитель;105000;180000
Химки;Уборщица, уборщик;50000;
Химки;Упаковщик, комплектовщик;73900;82680
Химки;Учитель, преподаватель, педагог;17750;32500
Химки;Фармацевт-провизор;74000;135000
Химки;Финансовый менеджер;0;0
Химки;Швея, портной, закройщик;72500;115000
Хиславичи;Упаковщик, комплектовщик;150000;
Хлевное;Администратор магазина, администратор торгового зала;44800;48000
Хлевное;Упаковщик, комплектовщик;150000;
Хову-Аксы;Медицинская сестра, медицинский брат;70000;
Хойники;Водитель;120000;
Холм-Жирковский;Упаковщик, комплектовщик;150000;
Холмогоры;Повар, пекарь, кондитер;110000;165000
Холмск;Водитель;80000;80000
Холмск;Другое;0;0
Холмск;Менеджер по продажам, менеджер по работе с клиентами;70000;100000
Холмск;Продавец-консультант, продавец-кассир;60000;
Холмск;Разнорабочий;90000;
Холмская;Администратор магазина, администратор торгового зала;42322;48670
Холмская;Директор магазина, директор сети магазинов;40500;64800
Хомутовка;Упаковщик, комплектовщик;150000;
Хомутово;Упаковщик, комплектовщик;150000;
Хомутово (Иркутская область);Водитель;90000;125000
Хомутово (Иркутская область);Программист, разработчик;47000;
Хомутово (Иркутская область);Торговый представитель;50000;70000
Хотынец;Машинист;75000;
Хотынец;Упаковщик, комплектовщик;150000;
Хотьково;Курьер;100000;140000
Хотьково;Уборщица, уборщик;40000;40000
Хотьково;Упаковщик, комплектовщик;39150;47850
Хохол;Упаковщик, комплектовщик;150000;
Хохольский;Упаковщик, комплектовщик;150000;
Хрущево;Упаковщик, комплектовщик;150000;
Хрящёвка;Врач;70000;
Целинное (Курганская область);Другое;131800;
Целинное (Курганская область);Разнорабочий;131800;
Целинное (Курганская область);Слесарь, сантехник;240000;
Целинное (Курганская область);Токарь, фрезеровщик, шлифовщик;345000;
Цементный (Свердловская область);Другое;131800;
Цементный (Свердловская область);Разнорабочий;240000;
Цементный (Свердловская область);Слесарь, сантехник;240000;
Цементный (Свердловская область);Токарь, фрезеровщик, шлифовщик;188200;
Центральный (Рязанская область);Упаковщик, комплектовщик;150000;
Центральный (Тульская область, Суворовский район);Упаковщик, комплектовщик;150000;
Цивильск;Другое;28000;
Цивильск;Продавец-консультант, продавец-кассир;30700;
Цимлянск;Фармацевт-провизор;46000;
Чаадаевка;Другое;35000;40000
Чайковский;SMM-менеджер, контент-менеджер;32000;52000
Чайковский;Грузчик;;41000
Чайковский;Другое;39000;
Чайковский;Начальник производства;100000;150000
Чайковский;Оператор станков с ЧПУ;35000;40000
Чайковский;Продавец-консультант, продавец-кассир;1210;18150
Чайковский;Руководитель отдела продаж;80500;
Чайковский;Слесарь, сантехник;120000;130000
Чайковский;Экономист;;50000
Чамзинка;Другое;35000;40000
Чапаево;Кладовщик;200000;
Чапаевск;Врач;71250;
Чапаевск;Другое;46850;26000
Чапаевск;Менеджер по продажам, менеджер по работе с клиентами;50000;150000
Чаплыгин;Разнорабочий;77000;
Чаплыгин;Упаковщик, комплектовщик;150000;
Чара;Водитель;135000;
Чарышское;Продавец-консультант, продавец-кассир;25000;40000
Чебаркуль;Автослесарь, автомеханик;100000;
Чебаркуль;Кладовщик;30000;
Чебаркуль;Менеджер ресторана;35200;50400
Чебаркуль;Оператор производственной линии;48000;
Чебаркуль;Повар, пекарь, кондитер;25200;36000
Чебаркуль;Продавец-консультант, продавец-кассир;45000;55000
Чебаркуль;Разнорабочий;37000;
Чебоксары;SMM-менеджер, контент-менеджер;35000;
Чебоксары;Администратор;57000;70000
Чебоксары;Администратор магазина, администратор торгового зала;46600;53900
Чебоксары;Артист, актер, аниматор;40000;65000
Чебоксары;Бухгалтер;51666,66667;55500
Чебоксары;Водитель;108600;117000
Чебоксары;Врач;65142,85714;
Чебоксары;Грузчик;55625;50000
Чебоксары;Дворник;31000;
Чебоксары;Делопроизводитель, архивариус;32500;20000
Чебоксары;Директор по персоналу (HRD);400000;
Чебоксары;Диспетчер;50000;
Чебоксары;Другое;43736,66667;77692,30769
Чебоксары;Инженер по охране труда и технике безопасности, инженер-эколог;57000;
Чебоксары;Инженер ПТО, инженер-сметчик;130000;180000
Чебоксары;Инженер-конструктор, инженер-проектировщик;65000;0
Чебоксары;Инженер-энергетик, инженер-электрик;120000;
Чебоксары;Кассир-операционист;27666,66667;30000
Чебоксары;Кладовщик;42500;
Чебоксары;Кредитный специалист;65000;
Чебоксары;Лаборант;43000;
Чебоксары;Мастер по ремонту оборудования, техники;50000;
Чебоксары;Машинист;157000;162000
Чебоксары;Медицинская сестра, медицинский брат;42533,33333;
Чебоксары;Медицинский представитель;14850;0
Чебоксары;Менеджер по закупкам;21000;32500
Чебоксары;Менеджер по маркетингу, интернет-маркетолог;45000;
Чебоксары;Менеджер по персоналу;60000;
Чебоксары;Менеджер по продажам, менеджер по работе с клиентами;56894,11765;241040
Чебоксары;Менеджер по туризму;35000;80000
Чебоксары;Начальник производства;0;0
Чебоксары;Оператор call-центра, специалист контактного центра;32500;47500
Чебоксары;Оператор производственной линии;60000;40000
Чебоксары;Оператор станков с ЧПУ;104000;120000
Чебоксары;Офис-менеджер;34500;37500
Чебоксары;Официант, бармен, бариста;28000;40000
Чебоксары;Оценщик;32000;
Чебоксары;Переводчик;32000;
Чебоксары;Повар, пекарь, кондитер;59000;140000
Чебоксары;Программист, разработчик;40000;50000
Чебоксары;Продавец-консультант, продавец-кассир;35346,15385;50750
Чебоксары;Прораб, мастер СМР;81666,66667;190000
Чебоксары;Разнорабочий;83666,66667;80000
Чебоксары;Руководитель отдела продаж;80000;100000
Чебоксары;Руководитель строительного проекта;150000;
Чебоксары;Руководитель филиала;0;0
Чебоксары;Сварщик;60000;55000
Чебоксары;Секретарь, помощник руководителя, ассистент;37500;50000
Чебоксары;Системный администратор;70000;70000
Чебоксары;Системный инженер;60000;
Чебоксары;Слесарь, сантехник;87500;50000
Чебоксары;Специалист по информационной безопасности;57000;
Чебоксары;Специалист по подбору персонала;35000;50000
Чебоксары;Специалист по сертификации;0;0
Чебоксары;Специалист по тендерам;25000;0
Чебоксары;Специалист технической поддержки;33125;75000
Чебоксары;Товаровед;43400;59100
Чебоксары;Токарь, фрезеровщик, шлифовщик;68333,33333;73333,33333
Чебоксары;Торговый представитель;76666,66667;100000
Чебоксары;Уборщица, уборщик;26050;24000
Чебоксары;Упаковщик, комплектовщик;40000;50000
Чебоксары;Учитель, преподаватель, педагог;32500;56000
Чебоксары;Финансовый аналитик, инвестиционный аналитик;0;0
Чебоксары;Фитнес-тренер, инструктор тренажерного зала;30500;60000
Чебоксары;Фотограф, ретушер;40000;55000
Чебоксары;Экономист;50000;
Чебоксары;Электромонтажник;59779;103469
Чебоксары;Юрисконсульт;30500;
Чебоксары;Юрист;30000;
Чегем;Менеджер по продажам, менеджер по работе с клиентами;22000;40000
Чегем;Продавец-консультант, продавец-кассир;30000;50000
Чегем;Токарь, фрезеровщик, шлифовщик;132000;
Чекалин;Упаковщик, комплектовщик;150000;
Чекмагуш;Другое;66000;97000
Челно-Вершины;Врач;75000;
Челно-Вершины;Другое;70000;
Челябинск;BI-аналитик, аналитик данных;40000;60000
Челябинск;Event-менеджер;0;0
Челябинск;PR-менеджер;0;0
Челябинск;SMM-менеджер, контент-менеджер;91666,66667;80000
Челябинск;Автомойщик;1000;
Челябинск;Автослесарь, автомеханик;89714,28571;60000
Челябинск;Агент по недвижимости;50000;70000
Челябинск;Администратор;34662,5;38955,55556
Челябинск;Администратор магазина, администратор торгового зала;37500;53000
Челябинск;Аналитик;67000;
Челябинск;Арт-директор, креативный директор;50000;
Челябинск;Артист, актер, аниматор;20000;37500
Челябинск;Бухгалтер;42877,5;49558,33333
Челябинск;Ветеринарный врач;;56000
Челябинск;Видеооператор, видеомонтажер;35000;
Челябинск;Водитель;105450;153000
Челябинск;Воспитатель, няня;19300;
Челябинск;Врач;63353,5;40542,42857
Челябинск;Геодезист;100000;155000
Челябинск;Геолог;0;0
Челябинск;Грузчик;37137,5;46065,71429
Челябинск;Дворник;25000;
Челябинск;Делопроизводитель, архивариус;36000;
Челябинск;Дизайнер, художник;40000;120000
Челябинск;Директор магазина, директор сети магазинов;55000;
Челябинск;Директор по маркетингу и PR (CMO);150000;250000
Челябинск;Диспетчер;71000;125000
Челябинск;Другое;51519,09091;67867,79592
Челябинск;Журналист, корреспондент;0;0
Челябинск;Инженер ПНР;80000;100000
Челябинск;Инженер по качеству;56500;68625
Челябинск;Инженер по охране труда и технике безопасности, инженер-эколог;75000;0
Челябинск;Инженер по эксплуатации;61333,33333;131250
Челябинск;Инженер ПТО, инженер-сметчик;62961,11111;74166,66667
Челябинск;Инженер-конструктор, инженер-проектировщик;95666,66667;300000
Челябинск;Инженер-электроник, инженер-электронщик;77500;113500
Челябинск;Инженер-энергетик, инженер-электрик;59500;
Челябинск;Кассир-операционист;28200;38586,66667
Челябинск;Кладовщик;53000;58714,28571
Челябинск;Коммерческий директор (CCO);250000;
Челябинск;Контролёр ОТК;44458;
Челябинск;Курьер;89880;102355,5556
Челябинск;Лаборант;60000;
Челябинск;Маляр, штукатур;96000;103333,3333
Челябинск;Маркетолог-аналитик;35000;0
Челябинск;Массажист;25000;
Челябинск;Мастер по ремонту оборудования, техники;45000;
Челябинск;Машинист;138852,1111;152000
Челябинск;Медицинская сестра, медицинский брат;29666,66667;25000
Челябинск;Медицинский представитель;;142500
Челябинск;Менеджер по закупкам;37857,14286;44400
Челябинск;Менеджер по логистике, менеджер по ВЭД;51666,66667;80000
Челябинск;Менеджер по маркетингу, интернет-маркетолог;54500;60500
Челябинск;Менеджер по персоналу;38333,33333;0
Челябинск;Менеджер по продажам, менеджер по работе с клиентами;57925,5814;123296,2963
Челябинск;Менеджер по работе с партнерами;32500;0
Челябинск;Менеджер/руководитель АХО;50000;
Челябинск;Мерчандайзер;35092;36090,66667
Челябинск;Механик;153333,3333;
Челябинск;Монтажник;111666,6667;137500
Челябинск;Научный специалист, исследователь;56500;100000
Челябинск;Начальник производства;114666,6667;109500
Челябинск;Начальник склада;70000;85000
Челябинск;Начальник смены, мастер участка;53666,66667;107000
Челябинск;Оператор call-центра, специалист контактного центра;35166,66667;50000
Челябинск;Оператор ПК, оператор базы данных;37000;46500
Челябинск;Оператор производственной линии;57777,77778;70400
Челябинск;Оператор станков с ЧПУ;71040;94400
Челябинск;Офис-менеджер;39285,71429;42500
Челябинск;Официант, бармен, бариста;50000;
Челябинск;Охранник;33444,44444;44666,66667
Челябинск;Повар, пекарь, кондитер;42769,23077;51000
Челябинск;Программист, разработчик;75000;80000
Челябинск;Продавец-консультант, продавец-кассир;38782,83784;50777,22222
Челябинск;Прораб, мастер СМР;119666,6667;153166,6667
Челябинск;Разнорабочий;67472,22222;78333,33333
Челябинск;Руководитель группы разработки;0;0
Челябинск;Руководитель отдела клиентского обслуживания;60000;60000
Челябинск;Руководитель отдела маркетинга и рекламы;100000;
Челябинск;Руководитель отдела продаж;66875;204375
Челябинск;Руководитель проектов;40000;33333,33333
Челябинск;Руководитель строительного проекта;110000;150000
Челябинск;Сварщик;118333,3333;180000
Челябинск;Секретарь, помощник руководителя, ассистент;32142,85714;40833,33333
Челябинск;Сервисный инженер, инженер-механик;101142,8571;76250
Челябинск;Системный администратор;61250;70000
Челябинск;Слесарь, сантехник;54263,63636;66666,66667
Челябинск;Специалист по кадрам;0;0
Челябинск;Специалист по подбору персонала;27428,57143;31000
Челябинск;Специалист по тендерам;56666,66667;115000
Челябинск;Специалист службы безопасности;60000;129628,5
Челябинск;Специалист технической поддержки;33333,33333;0
Челябинск;Супервайзер;65000;
Челябинск;Технолог;59200;65714,28571
Челябинск;Товаровед;36750;43500
Челябинск;Токарь, фрезеровщик, шлифовщик;113200;129850
Челябинск;Торговый представитель;58833,33333;86250
Челябинск;Уборщица, уборщик;38100;32674,28571
Челябинск;Упаковщик, комплектовщик;25256,92308;24900
Челябинск;Учитель, преподаватель, педагог;26107,14286;50700
Челябинск;Фармацевт-провизор;50000;
Челябинск;Финансовый аналитик, инвестиционный аналитик;0;0
Челябинск;Финансовый директор (CFO);150000;170000
Челябинск;Финансовый менеджер;30000;40000
Челябинск;Фитнес-тренер, инструктор тренажерного зала;42500;133000
Челябинск;Хостес;32000;30000
Челябинск;Швея, портной, закройщик;60000;
Челябинск;Экономист;41600;35466,66667
Челябинск;Электромонтажник;75569,13333;73991,14286
Челябинск;Юрисконсульт;48666,66667;63000
Челябинск;Юрист;40555,55556;42000
Чемал;Повар, пекарь, кондитер;80000;
Черевково;Повар, пекарь, кондитер;110000;165000
Черемисиново;Упаковщик, комплектовщик;150000;
Черемисское;Лаборант;38000;
Черемхово;Водитель;;150000
Черемхово;Геолог;146000;
Черемхово;Кладовщик;60000;
Черемхово;Кредитный специалист;45000;
Черемхово;Маляр, штукатур;50000;
Черемхово;Машинист;0;0
Черемхово;Повар, пекарь, кондитер;50000;53000
Черемхово;Разнорабочий;88500;93000
Черемхово;Уборщица, уборщик;30000;
Черемхово;Экономист;50000;
Черемшанка (Челябинская область);Другое;131800;
Черемшанка (Челябинская область);Разнорабочий;131800;
Черемшанка (Челябинская область);Слесарь, сантехник;131000;
Черемшанка (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Черепаново;Водитель;65000;
Черепаново;Экономист;60000;60000
Черепеть;Упаковщик, комплектовщик;150000;
Череповец;Автослесарь, автомеханик;0;0
Череповец;Администратор магазина, администратор торгового зала;39000;47250
Череповец;Бухгалтер;52500;
Череповец;Водитель;66500;117000
Череповец;Воспитатель, няня;23849,5;23849,5
Череповец;Врач;70000;70000
Череповец;Грузчик;41000;
Череповец;Другое;44831,42857;50473,5
Череповец;Инженер-конструктор, инженер-проектировщик;77500;135000
Череповец;Мастер по ремонту оборудования, техники;52200;
Череповец;Машинист;105000;
Череповец;Медицинская сестра, медицинский брат;32500;
Череповец;Менеджер по закупкам;28000;
Череповец;Менеджер по персоналу;0;0
Череповец;Менеджер по продажам, менеджер по работе с клиентами;49585;86400
Череповец;Менеджер/руководитель АХО;50000;
Череповец;Монтажник;120815;268840
Череповец;Начальник производства;0;0
Череповец;Оператор call-центра, специалист контактного центра;37000;45000
Череповец;Оператор ПК, оператор базы данных;70000;
Череповец;Оператор производственной линии;90000;
Череповец;Переводчик;32000;
Череповец;Повар, пекарь, кондитер;59500;140000
Череповец;Программист, разработчик;25000;35000
Череповец;Продавец-консультант, продавец-кассир;41619,5;42900
Череповец;Разнорабочий;91200;55000
Череповец;Руководитель строительного проекта;0;0
Череповец;Сварщик;133680;247360
Череповец;Сервисный инженер, инженер-механик;60000;88000
Череповец;Слесарь, сантехник;81666,66667;75000
Череповец;Специалист по кадрам;42000;
Череповец;Специалист технической поддержки;0;0
Череповец;Токарь, фрезеровщик, шлифовщик;12600;
Череповец;Торговый представитель;80000;140000
Череповец;Уборщица, уборщик;24750;25000
Череповец;Упаковщик, комплектовщик;55000;
Череповец;Электромонтажник;77334,25;116734,5
Черкесск;Администратор магазина, администратор торгового зала;47700;53000
Черкесск;Аналитик;50000;
Черкесск;Водитель;;90000
Черкесск;Кладовщик;70000;
Черкесск;Курьер;77000;
