City;Name_id;Среднее по полю Salary From;Среднее по полю Salary To
Абай;Агент по недвижимости;200000;700000
Абакан;Автослесарь, автомеханик;9000;0
Абакан;Администратор;40000;50000
Абакан;Водитель;119966,6667;130285,7143
Абакан;Врач;47535;58797
Абакан;Грузчик;30200;35500
Абакан;Директор магазина, директор сети магазинов;40000;45000
Абакан;Другое;45242,85714;53140
Абакан;Инженер-конструктор, инженер-проектировщик;77750;66600
Абакан;Кассир-операционист;30788;
Абакан;Кладовщик;56800;81000
Абакан;Курьер;80000;120000
Абакан;Лаборант;108300;
Абакан;Машинист;122500;183333,3333
Абакан;Медицинская сестра, медицинский брат;70000;
Абакан;Менеджер по закупкам;69000;
Абакан;Менеджер по логистике, менеджер по ВЭД;50000;
Абакан;Менеджер по маркетингу, интернет-маркетолог;20000;
Абакан;Менеджер по продажам, менеджер по работе с клиентами;36111,11111;43000
Абакан;Менеджер/руководитель АХО;;38000
Абакан;Мерчандайзер;35000;35000
Абакан;Начальник производства;143000;143000
Абакан;Начальник склада;70000;85000
Абакан;Оператор call-центра, специалист контактного центра;35000;
Абакан;Оператор станков с ЧПУ;200000;230000
Абакан;Охранник;0;0
Абакан;Переводчик;32000;
Абакан;Повар, пекарь, кондитер;50757,4;60262,33333
Абакан;Продавец-консультант, продавец-кассир;35806,5;55833,33333
Абакан;Разнорабочий;30250;33000
Абакан;Руководитель проектов;60000;
Абакан;Сварщик;120000;240000
Абакан;Секретарь, помощник руководителя, ассистент;25000;
Абакан;Слесарь, сантехник;81350;148800
Абакан;Специалист по кадрам;50000;55000
Абакан;Специалист по подбору персонала;30000;35000
Абакан;Специалист по тендерам;40000;
Абакан;Технолог;120000;180000
Абакан;Товаровед;0;0
Абакан;Торговый представитель;41666,66667;61250
Абакан;Уборщица, уборщик;10000;10000
Абакан;Электромонтажник;40500;43000
Абакан;Юрисконсульт;65000;80000
Абалаково;Другое;57000;57000
Абан;Автослесарь, автомеханик;0;0
Абан;Разнорабочий;0;0
Абдулино;Другое;30000;35000
Абдулино;Курьер;;120000
Абдулино;Упаковщик, комплектовщик;80000;82000
Абинск;Агент по недвижимости;21000;45000
Абинск;Бухгалтер;40000;46000
Абинск;Продавец-консультант, продавец-кассир;24000;25000
Абинск;Технолог;;90000
Абрамовка;Другое;22500;
Абрамовка;Упаковщик, комплектовщик;150000;
Абхазия;Менеджер по компенсациям и льготам;0;0
Абхазия;Менеджер по продажам, менеджер по работе с клиентами;900;2000
Авило-Успенка;Электромонтажник;61000;61000
Агалатово;Продавец-консультант, продавец-кассир;30000;42000
Агеево (Тамбовская область);Упаковщик, комплектовщик;150000;
Агеево (Тульская область);Упаковщик, комплектовщик;150000;
Агинское (Забайкальский АО);Водитель;0;0
Агинское (Забайкальский АО);Другое;90000;140000
Агой;Продавец-консультант, продавец-кассир;39700;50300
Аграрное;Агроном;62000;62000
Агрогородок;Продавец-консультант, продавец-кассир;55000;
Адлер;Агент по недвижимости;250000;625000
Адлер;Администратор;0;0
Адлер;Бухгалтер;65000;
Адлер;Водитель;115000;250000
Адлер;Врач;40000;
Адлер;Другое;178750;80000
Адлер;Копирайтер, редактор, корректор;;30000
Адлер;Курьер;50000;
Адлер;Маляр, штукатур;80000;
Адлер;Медицинская сестра, медицинский брат;80000;
Адлер;Менеджер по продажам, менеджер по работе с клиентами;0;0
Адлер;Менеджер по туризму;0;0
Адлер;Менеджер ресторана;83500;
Адлер;Официант, бармен, бариста;46875;72500
Адлер;Повар, пекарь, кондитер;119454,5455;90200
Адлер;Продавец-консультант, продавец-кассир;38500;25000
Адлер;Разнорабочий;55000;
Адлер;Сварщик;95000;100000
Адлер;Системный администратор;0;0
Адлер;Технолог;80000;
Адлер;Уборщица, уборщик;60000;
Азнакаево;Слесарь, сантехник;55000;
Азнакаево;Электромонтажник;60000;45000
Азов;Бухгалтер;40000;
Азов;Водитель;70000;142500
Азов;Генеральный директор, исполнительный директор (CEO);70000;150000
Азов;Грузчик;40000;80000
Азов;Другое;79800;116600
Азов;Инженер-энергетик, инженер-электрик;0;0
Азов;Кредитный специалист;64000;
Азов;Курьер;78000;
Азов;Медицинская сестра, медицинский брат;0;0
Азов;Механик;0;0
Азов;Продавец-консультант, продавец-кассир;30500;66250
Азов;Слесарь, сантехник;55000;100000
Азов;Специалист по кадрам;0;0
Азов;Токарь, фрезеровщик, шлифовщик;55000;100000
Азов;Уборщица, уборщик;22500;
Азовская;Агент по недвижимости;51000;
Азовская;Администратор магазина, администратор торгового зала;33000;43000
Азовская;Другое;35000;
Азовская;Повар, пекарь, кондитер;35000;47000
Азовская;Уборщица, уборщик;19000;27000
Айхал;Другое;0;0
Айхал;Разнорабочий;0;0
Акбаш (Свердловская область);Другое;131800;
Акбаш (Свердловская область);Разнорабочий;240000;
Акбаш (Свердловская область);Слесарь, сантехник;240000;
Акбаш (Свердловская область);Токарь, фрезеровщик, шлифовщик;188200;
Ак-Довурак;Специалист по подбору персонала;30000;35000
Акколь;Упаковщик, комплектовщик;370000;520000
Аксай (Волгоградская область);Автослесарь, автомеханик;0;0
Аксай (Дагестан);Оператор производственной линии;0;0
Аксай (Казахстан);Другое;0;0
Аксай (Казахстан);Коммерческий директор (CCO);0;0
Аксай (Казахстан);Специалист по кадрам;245000;
Аксай (Ростовская область);Администратор;35000;50000
Аксай (Ростовская область);Бухгалтер;30000;30000
Аксай (Ростовская область);Водитель;;150000
Аксай (Ростовская область);Воспитатель, няня;30000;40000
Аксай (Ростовская область);Грузчик;;60000
Аксай (Ростовская область);Директор магазина, директор сети магазинов;70000;
Аксай (Ростовская область);Другое;85000;200000
Аксай (Ростовская область);Инженер-конструктор, инженер-проектировщик;80000;110000
Аксай (Ростовская область);Кладовщик;47000;40000
Аксай (Ростовская область);Менеджер по логистике, менеджер по ВЭД;60000;
Аксай (Ростовская область);Менеджер по продажам, менеджер по работе с клиентами;87500;
Аксай (Ростовская область);Менеджер по работе с партнерами;90000;
Аксай (Ростовская область);Менеджер продукта;70000;100000
Аксай (Ростовская область);Механик;90000;
Аксай (Ростовская область);Монтажник;50000;70000
Аксай (Ростовская область);Начальник склада;100000;
Аксай (Ростовская область);Оператор ПК, оператор базы данных;30000;50000
Аксай (Ростовская область);Оператор станков с ЧПУ;70000;80000
Аксай (Ростовская область);Повар, пекарь, кондитер;41329,5;61400
Аксай (Ростовская область);Продавец-консультант, продавец-кассир;55770;77050
Аксай (Ростовская область);Руководитель проектов;90000;110000
Аксай (Ростовская область);Сварщик;150000;
Аксай (Ростовская область);Секретарь, помощник руководителя, ассистент;50000;
Аксай (Ростовская область);Слесарь, сантехник;50000;50000
Аксай (Ростовская область);Специалист по кадрам;;57480
Аксаково;Автослесарь, автомеханик;0;0
Аксаково;Другое;45000;50000
Аксаково (Оренбургская область);Другое;131800;
Аксаково (Оренбургская область);Разнорабочий;131800;
Аксаково (Оренбургская область);Слесарь, сантехник;240000;
Аксаково (Оренбургская область);Токарь, фрезеровщик, шлифовщик;345000;
Аксеново (Республика Башкортостан);Другое;131800;
Аксеново (Республика Башкортостан);Разнорабочий;240000;
Аксеново (Республика Башкортостан);Слесарь, сантехник;240000;
Аксеново (Республика Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Аксу (Павлодар.обл);Администратор магазина, администратор торгового зала;170000;180000
Аксу (Павлодар.обл);Кладовщик;;180000
Аксу (Павлодар.обл);Монтажник;250000;
Аксукент;Упаковщик, комплектовщик;380000;520000
Актау;Администратор;180000;240000
Актау;Бухгалтер;225000;175000
Актау;Водитель;225000;235000
Актау;Врач;180000;
Актау;Другое;282000;425000
Актау;Инженер-конструктор, инженер-проектировщик;83333,33333;150000
Актау;Лаборант;0;0
Актау;Медицинский представитель;0;0
Актау;Менеджер по закупкам;200000;
Актау;Менеджер по продажам, менеджер по работе с клиентами;205625;471666,6667
Актау;Менеджер по туризму;;130000
Актау;Менеджер ресторана;160000;170000
Актау;Монтажник;90000;200000
Актау;Научный специалист, исследователь;0;0
Актау;Оператор ПК, оператор базы данных;140000;
Актау;Официант, бармен, бариста;85000;200000
Актау;Программист, разработчик;200000;
Актау;Продавец-консультант, продавец-кассир;0;0
Актау;Сетевой инженер;200000;
Актау;Специалист по подбору персонала;0;0
Актау;Торговый представитель;0;0
Актау;Электромонтажник;0;0
Актау;Юрист;250000;
Акташ;Автослесарь, автомеханик;0;0
Акташ;Продавец-консультант, продавец-кассир;46400;64500
Актобе;Администратор;0;72000
Актобе;Администратор магазина, администратор торгового зала;180000;
Актобе;Аналитик;200000;300000
Актобе;Архитектор;100000;110000
Актобе;Бухгалтер;272500;315000
Актобе;Водитель;250000;352500
Актобе;Дизайнер, художник;30000;500000
Актобе;Директор магазина, директор сети магазинов;0;27000
Актобе;Директор по маркетингу и PR (CMO);800000;
Актобе;Другое;100000;195000
Актобе;Инженер ПТО, инженер-сметчик;250000;350000
Актобе;Инженер-конструктор, инженер-проектировщик;240000;
Актобе;Кладовщик;203500;253750
Актобе;Кредитный специалист;0;0
Актобе;Лаборант;180000;250000
Актобе;Мастер по ремонту оборудования, техники;120000;120000
Актобе;Менеджер по маркетингу, интернет-маркетолог;250000;
Актобе;Менеджер по продажам, менеджер по работе с клиентами;172866,6667;310000
Актобе;Методист;200000;300000
Актобе;Монтажник;;108000
Актобе;Офис-менеджер;150000;250000
Актобе;Переводчик;320000;350000
Актобе;Продавец-консультант, продавец-кассир;163333,3333;
Актобе;Специалист технической поддержки;200000;250000
Актобе;Торговый представитель;400000;675000
Актобе;Учитель, преподаватель, педагог;100000;250000
Актобе;Фармацевт-провизор;75000;150000
Актобе;Финансовый менеджер;0;0
Актобе;Юрист;70000;80000
Акъяр (Хайбуллинский район, Башкортостан);Водитель;0;0
Акъяр (Хайбуллинский район, Башкортостан);Другое;131800;
Акъяр (Хайбуллинский район, Башкортостан);Продавец-консультант, продавец-кассир;30000;45000
Акъяр (Хайбуллинский район, Башкортостан);Разнорабочий;240000;
Акъяр (Хайбуллинский район, Башкортостан);Слесарь, сантехник;240000;
Акъяр (Хайбуллинский район, Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Алабуга (Челябинская область);Другое;131800;
Алабуга (Челябинская область);Разнорабочий;131800;
Алабуга (Челябинская область);Слесарь, сантехник;131000;
Алабуга (Челябинская область);Токарь, фрезеровщик, шлифовщик;345000;
Алапаевск;Водитель;45000;
Алапаевск;Геолог;60000;
Алапаевск;Другое;22130;25450
Алапаевск;Лаборант;38000;
Алапаевск;Машинист;60000;
Алапаевск;Продавец-консультант, продавец-кассир;26000;
Алапаевск;Разнорабочий;55000;
Алатырь;Другое;40000;45000
Алатырь;Мастер-приемщик;20000;25000
Алатырь;Менеджер по продажам, менеджер по работе с клиентами;50000;100000
Алатырь;Сервисный инженер, инженер-механик;40000;40000
Алатырь;Слесарь, сантехник;30000;35000
Алатырь;Технолог;35000;45000
Алдан;Бухгалтер;0;0
Алдан;Водитель;150000;150000
Алдан;Диспетчер;50000;50000
Алдан;Инженер по охране труда и технике безопасности, инженер-эколог;0;0
Алдан;Инженер ПТО, инженер-сметчик;80000;100000
Алдан;Кладовщик;60000;60000
Алдан;Мастер-приемщик;200000;
Алдан;Продавец-консультант, продавец-кассир;40000;55000
Алдан;Прораб, мастер СМР;130000;160000
Алейск;Агроном;0;0
Алейск;Водитель;;55000
Алейск;Грузчик;1450;
Алейск;Заведующий аптекой;45000;
Алейск;Маляр, штукатур;60000;
Алейск;Оператор производственной линии;40000;80000
Алейск;Разнорабочий;0;20000
Алейск;Торговый представитель;55000;85000
Алейск;Упаковщик, комплектовщик;150000;
Алейск;Фармацевт-провизор;45000;
Александров;Бухгалтер;26700;43000
Александров;Врач;85000;130000
Александров;Другое;40000;40000
Александров;Менеджер по закупкам;0;0
Александров;Оператор станков с ЧПУ;115000;160000
Александров;Продавец-консультант, продавец-кассир;45633,33333;60666,66667
Александров;Разнорабочий;60000;90000
Александров;Руководитель отдела продаж;;100000
Александров;Сервисный инженер, инженер-механик;30000;
Александров;Слесарь, сантехник;57000;
Александров;Технолог;0;0
Александров;Токарь, фрезеровщик, шлифовщик;77333,33333;110000
Александров;Упаковщик, комплектовщик;150000;
Александров;Фармацевт-провизор;30000;
Александров;Электромонтажник;58000;100000
Александровка;Автослесарь, автомеханик;0;0
Александровка;Водитель;0;0
Александровка (Ростовская область);Сварщик;150000;
Александровск (Луганская Народная Республика);Машинист;0;0
Александровск (Пермский край);Другое;131800;
Александровск (Пермский край);Разнорабочий;240000;
Александровск (Пермский край);Слесарь, сантехник;240000;
Александровск (Пермский край);Технолог;0;0
Александровск (Пермский край);Токарь, фрезеровщик, шлифовщик;188200;
Александровская (Краснодарский край);Водитель;210000;
Александровская (Краснодарский край);Сервисный инженер, инженер-механик;268000;
Александровское (Омская область);Автослесарь, автомеханик;0;0
Александровское (Омская область);Другое;131800;
Александровское (Омская область);Разнорабочий;131800;
Александровское (Омская область);Слесарь, сантехник;240000;
Александровское (Омская область);Токарь, фрезеровщик, шлифовщик;345000;
Александровское (Ставропольский край);Продавец-консультант, продавец-кассир;22800;34200
Александровское (Томская область);Автослесарь, автомеханик;0;0
Александровское (Томская область);Другое;131800;
Александровское (Томская область);Разнорабочий;131800;
Александровское (Томская область);Слесарь, сантехник;131000;
Александровское (Томская область);Токарь, фрезеровщик, шлифовщик;345000;
Александровск-Сахалинский;Разнорабочий;80000;
Александровск-Сахалинский;Электромонтажник;70000;90000
Александро-Невский;Другое;79500;
Александро-Невский;Упаковщик, комплектовщик;150000;
Алексеевка;Автослесарь, автомеханик;80000;
Алексеевка;Водитель;35000;55000
Алексеевка;Начальник производства;0;0
Алексеевка;Слесарь, сантехник;;55000
Алексеевка;Торговый представитель;60000;
Алексеевка;Упаковщик, комплектовщик;150000;
Алексеевка (Самарская область);Другое;100000;
Алексеевка (Уфимский район, Башкортостан);Другое;131800;
Алексеевка (Уфимский район, Башкортостан);Разнорабочий;240000;
Алексеевка (Уфимский район, Башкортостан);Слесарь, сантехник;240000;
Алексеевка (Уфимский район, Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Алексеевск;Мерчандайзер;8000;
Алексин;Директор магазина, директор сети магазинов;75000;
Алексин;Менеджер по продажам, менеджер по работе с клиентами;55500;95000
Алексин;Начальник смены, мастер участка;0;0
Алексин;Оператор станков с ЧПУ;160000;170000
Алексин;Продавец-консультант, продавец-кассир;32000;42000
Алексин;Руководитель отдела продаж;44000;58000
Алексин;Технолог;79000;86000
Алексин;Уборщица, уборщик;30000;40000
Алексин;Упаковщик, комплектовщик;150000;
Алексин;Электромонтажник;67000;
Алёшино (Сасовский район);Упаковщик, комплектовщик;150000;
Алмалык;Менеджер/руководитель АХО;0;0
Алмалык;Системный аналитик;0;0
Алматы;DevOps-инженер;0;0
Алматы;Event-менеджер;166666,6667;500000
Алматы;PR-менеджер;16666,66667;0
Алматы;SMM-менеджер, контент-менеджер;202307,6923;336000
Алматы;Автослесарь, автомеханик;178000;317400
Алматы;Агент по недвижимости;410000;1500000
Алматы;Администратор;203809,5238;289411,7647
Алматы;Администратор магазина, администратор торгового зала;234000;290000
Алматы;Аналитик;36923,07692;107333,3333
Алматы;Арт-директор, креативный директор;350000;400000
Алматы;Артист, актер, аниматор;200000;500000
Алматы;Архитектор;150000;250000
Алматы;Ассистент врача;150000;150000
Алматы;Бизнес-аналитик;100000;200000
Алматы;Бизнес-тренер;0;0
Алматы;Бухгалтер;218680,8824;276865,6716
Алматы;Водитель;247916,6667;300000
Алматы;Воспитатель, няня;157142,8571;155000
Алматы;Врач;312500;408333,3333
Алматы;Генеральный директор, исполнительный директор (CEO);450000;850000
Алматы;Главный инженер проекта;0;250000
Алматы;Грузчик;219166,6667;275000
Алматы;Дизайнер, художник;230000;450000
Алматы;Директор по персоналу (HRD);500000;700000
Алматы;Диспетчер;153333,3333;186666,6667
Алматы;Другое;163120;249194,0299
Алматы;Инженер по охране труда и технике безопасности, инженер-эколог;283333,3333;308333,3333
Алматы;Инженер ПТО, инженер-сметчик;220000;234000
Алматы;Инженер-конструктор, инженер-проектировщик;227777,7778;256250
Алматы;Инженер-энергетик, инженер-электрик;166666,6667;226666,6667
Алматы;Казначей;165000;175000
Алматы;Кассир-операционист;183571,4286;189285,7143
Алматы;Кладовщик;150000;175000
Алматы;Коммерческий директор (CCO);460000;166666,6667
Алматы;Комплаенс-менеджер;0;0
Алматы;Координатор отдела продаж;186250;237500
Алматы;Копирайтер, редактор, корректор;75000;133333,3333
Алматы;Кредитный специалист;150000;150000
Алматы;Курьер;306666,6667;480800
Алматы;Маляр, штукатур;235000;250000
Алматы;Маркетолог-аналитик;0;0
Алматы;Мастер ногтевого сервиса;270000;300000
Алматы;Мастер по ремонту оборудования, техники;256666,6667;650000
Алматы;Мастер-приемщик;300000;
Алматы;Машинист;250000;500000
Алматы;Медицинская сестра, медицинский брат;210000;295000
Алматы;Медицинский представитель;160000;300000
Алматы;Менеджер по закупкам;116666,6667;0
Алматы;Менеджер по логистике, менеджер по ВЭД;183333,3333;313750
Алматы;Менеджер по маркетингу, интернет-маркетолог;218750;625000
Алматы;Менеджер по персоналу;250000;500000
Алматы;Менеджер по продажам, менеджер по работе с клиентами;201810,2128;545710,3704
Алматы;Менеджер по работе с партнерами;50000;0
Алматы;Менеджер по туризму;270000;0
Алматы;Менеджер продукта;75000;100000
Алматы;Менеджер/консультант по стратегии;200000;500000
Алматы;Менеджер/руководитель АХО;0;0
Алматы;Мерчандайзер;133333,3333;166666,6667
Алматы;Методолог;125000;235000
Алматы;Механик;290000;310500
Алматы;Монтажник;150000;200000
Алматы;Научный специалист, исследователь;250000;300000
Алматы;Начальник производства;0;0
Алматы;Начальник склада;162500;166666,6667
Алматы;Начальник смены, мастер участка;125000;175000
Алматы;Оператор call-центра, специалист контактного центра;195000;432307,6923
Алматы;Оператор ПК, оператор базы данных;146000;182000
Алматы;Оператор производственной линии;237500;350000
Алматы;Оператор станков с ЧПУ;250000;350000
Алматы;Операционный директор (COO);333333,3333;300000
Алматы;Офис-менеджер;173181,8182;176470,5882
Алматы;Официант, бармен, бариста;233181,8182;313333,3333
Алматы;Охранник;107500;121250
Алматы;Переводчик;83333,33333;150000
Алматы;Повар, пекарь, кондитер;364125;439636,3636
Алматы;Полицейский;250000;300000
Алматы;Программист, разработчик;128704,5455;147738,0952
Алматы;Продавец-консультант, продавец-кассир;180155,5556;321551,7241
Алматы;Прораб, мастер СМР;200000;241666,6667
Алматы;Психолог;200000;250000
Алматы;Разнорабочий;235000;245000
Алматы;Руководитель группы разработки;0;0
Алматы;Руководитель отдела клиентского обслуживания;300000;
Алматы;Руководитель отдела персонала;250000;300000
Алматы;Руководитель отдела продаж;227038,4615;459090,9091
Алматы;Руководитель проектов;77777,77778;172222,2222
Алматы;Руководитель филиала;0;0
Алматы;Сварщик;125900;251750
Алматы;Секретарь, помощник руководителя, ассистент;174090,9091;236666,6667
Алматы;Сервисный инженер, инженер-механик;140000;213666,6667
Алматы;Системный администратор;160000;112500
Алматы;Системный аналитик;0;0
Алматы;Слесарь, сантехник;240000;350000
Алматы;Специалист по взысканию задолженности;226666,6667;457166,6667
Алматы;Специалист по информационной безопасности;200000;400000
Алматы;Специалист по кадрам;0;62500
Алматы;Специалист по подбору персонала;211111,1111;232000
Алматы;Специалист по тендерам;320000;483333,3333
Алматы;Специалист технической поддержки;120130;262500
Алматы;Страховой агент;0;0
Алматы;Супервайзер;175000;300000
Алматы;Тестировщик;0;0
Алматы;Технический директор (CTO);0;0
Алматы;Технолог;250000;0
Алматы;Товаровед;300000;
Алматы;Токарь, фрезеровщик, шлифовщик;250000;350000
Алматы;Торговый представитель;256363,6364;564285,7143
Алматы;Уборщица, уборщик;151000;204000
Алматы;Упаковщик, комплектовщик;223636,3636;278750
Алматы;Учитель, преподаватель, педагог;175333,3333;324615,3846
Алматы;Фармацевт-провизор;211000;324000
Алматы;Финансовый аналитик, инвестиционный аналитик;250000;240000
Алматы;Финансовый директор (CFO);0;0
Алматы;Финансовый контролер;0;0
Алматы;Финансовый менеджер;398000;375000
Алматы;Фитнес-тренер, инструктор тренажерного зала;225000;600000
Алматы;Фотограф, ретушер;304000;307000
Алматы;Хостес;250000;300000
Алматы;Швея, портной, закройщик;257500;387500
Алматы;Экономист;162500;175000
Алматы;Электромонтажник;195000;258000
Алматы;Юрисконсульт;67000;62500
Алматы;Юрист;218181,8182;483636,3636
Алтай (Зыряновск);Водитель;210000;
Алтай (Зыряновск);Сервисный инженер, инженер-механик;268000;
Алтай (Зыряновск);Слесарь, сантехник;120000;180000
Алтай (Зыряновск);Технолог;120000;180000
Алтай (Ханты-Мансийский АО - Югра);Механик;100000;125000
Алтайское;Водитель;210000;
Алтайское;Курьер;80000;120000
Алтайское;Охранник;108000;
Алтайское;Сервисный инженер, инженер-механик;268000;
Алтухово (Брянская область);Водитель;210000;
Алтухово (Брянская область);Упаковщик, комплектовщик;150000;
Алушта;Агент по недвижимости;100000;350000
Алушта;Бухгалтер;24950;32430
Алушта;Водитель;70000;
Алушта;Врач;25341;50000
Алушта;Другое;40300;53750
Алушта;Кладовщик;;70000
Алушта;Менеджер по продажам, менеджер по работе с клиентами;50000;120000
Алушта;Менеджер по туризму;0;0
Алушта;Официант, бармен, бариста;40000;
Алушта;Охранник;30000;45000
Алушта;Повар, пекарь, кондитер;30000;45000
Алушта;Продавец-консультант, продавец-кассир;70000;
Алушта;Уборщица, уборщик;25000;45000
Алчевск;Другое;61666,66667;85000
Алчевск;Машинист;55000;95000
Алчевск;Токарь, фрезеровщик, шлифовщик;60000;
Альметьевск;SMM-менеджер, контент-менеджер;30000;60000
Альметьевск;Администратор;35000;
Альметьевск;Администратор магазина, администратор торгового зала;31036;40075
Альметьевск;Бухгалтер;42000;
Альметьевск;Водитель;110000;122000
Альметьевск;Грузчик;56500;
Альметьевск;Другое;63300;77857,14286
Альметьевск;Инженер по качеству;40000;
Альметьевск;Инженер по охране труда и технике безопасности, инженер-эколог;42500;
Альметьевск;Инженер-конструктор, инженер-проектировщик;0;0
Альметьевск;Инженер-энергетик, инженер-электрик;30000;
Альметьевск;Кладовщик;40000;
Альметьевск;Контролёр ОТК;35000;
Альметьевск;Лаборант;39000;71500
Альметьевск;Менеджер по закупкам;35000;
Альметьевск;Менеджер по продажам, менеджер по работе с клиентами;90000;130000
Альметьевск;Монтажник;100000;
Альметьевск;Оператор станков с ЧПУ;160000;170000
Альметьевск;Охранник;23000;
Альметьевск;Переводчик;32000;
Альметьевск;Полицейский;35000;62000
Альметьевск;Программист, разработчик;40000;90000
Альметьевск;Сварщик;83250;75000
Альметьевск;Сервисный инженер, инженер-механик;60000;
Альметьевск;Слесарь, сантехник;71600;130000
Альметьевск;Специалист по подбору персонала;50000;110000
Альметьевск;Специалист технической поддержки;0;0
Альметьевск;Технолог;52500;
Альметьевск;Токарь, фрезеровщик, шлифовщик;116000;170000
Альметьевск;Уборщица, уборщик;26552;
Альметьевск;Финансовый аналитик, инвестиционный аналитик;0;0
Альметьевск;Экономист;50000;
Альметьевск;Электромонтажник;67500;
Амзя (Нефтекамск, Башкортостан);Другое;131800;
Амзя (Нефтекамск, Башкортостан);Разнорабочий;240000;
Амзя (Нефтекамск, Башкортостан);Слесарь, сантехник;131000;
Амзя (Нефтекамск, Башкортостан);Токарь, фрезеровщик, шлифовщик;345000;
Амурск;Автослесарь, автомеханик;110000;90000
Амурск;Водитель;60814;85000
Амурск;Другое;112900;126666,6667
Амурск;Инженер-конструктор, инженер-проектировщик;75000;85000
Амурск;Кладовщик;49800;
Амурск;Мастер по ремонту оборудования, техники;70000;90000
Амурск;Машинист;160000;150000
Амурск;Начальник производства;115000;135000
Амурск;Повар, пекарь, кондитер;80000;
Амурск;Разнорабочий;50108;60254
Амурск;Сварщик;50000;50000
Амурск;Сервисный инженер, инженер-механик;170000;
Амурск;Экономист;75000;
Анадырь;Администратор;70000;71000
Анадырь;Водитель;5000;11000
Анадырь;Технолог;150000;
Анапа;Автослесарь, автомеханик;105000;139000
Анапа;Агент по недвижимости;150000;
Анапа;Администратор магазина, администратор торгового зала;38400;55200
Анапа;Артист, актер, аниматор;50000;
Анапа;Бухгалтер;120000;110000
Анапа;Водитель;70000;150000
Анапа;Грузчик;43000;45000
Анапа;Дизайнер, художник;50000;80000
Анапа;Другое;46666,66667;36000
Анапа;Инженер по эксплуатации;45000;45000
Анапа;Инженер ПТО, инженер-сметчик;64750;92000
Анапа;Косметолог;0;0
Анапа;Менеджер по закупкам;80000;80000
Анапа;Менеджер по компенсациям и льготам;0;0
Анапа;Менеджер по продажам, менеджер по работе с клиентами;65000;
Анапа;Менеджер/руководитель АХО;0;0
Анапа;Монтажник;70000;
Анапа;Оператор call-центра, специалист контактного центра;35000;
Анапа;Оператор ПК, оператор базы данных;35000;50000
Анапа;Официант, бармен, бариста;37500;
Анапа;Охранник;47000;
Анапа;Повар, пекарь, кондитер;127528,5714;97200
Анапа;Продавец-консультант, продавец-кассир;40980;51275
Анапа;Руководитель отдела продаж;100000;
Анапа;Торговый представитель;78000;134333,3333
Анапа;Уборщица, уборщик;36504;38560
Анапа;Упаковщик, комплектовщик;75000;90000
Ангарск;Автослесарь, автомеханик;17142,85714;0
Ангарск;Администратор магазина, администратор торгового зала;41714,66667;56430
Ангарск;Бухгалтер;40000;
Ангарск;Водитель;75000;118000
Ангарск;Воспитатель, няня;54000;60000
Ангарск;Грузчик;33183;57000
Ангарск;Другое;29492,85714;36006,66667
Ангарск;Инженер по качеству;0;0
Ангарск;Инженер ПТО, инженер-сметчик;65000;90000
Ангарск;Инженер-конструктор, инженер-проектировщик;35000;0
Ангарск;Кассир-операционист;40500;
Ангарск;Кладовщик;45000;51500
Ангарск;Машинист;150000;180000
Ангарск;Менеджер по продажам, менеджер по работе с клиентами;55250;120000
Ангарск;Монтажник;120000;140000
Ангарск;Оператор ПК, оператор базы данных;45000;50000
Ангарск;Охранник;37000;49000
Ангарск;Переводчик;32000;
Ангарск;Повар, пекарь, кондитер;35000;55000
Ангарск;Программист, разработчик;47000;
Ангарск;Продавец-консультант, продавец-кассир;33050;39685,71429
Ангарск;Разнорабочий;0;0
Ангарск;Сварщик;136666,6667;142666,6667
Ангарск;Сервисный инженер, инженер-механик;40000;50000
Ангарск;Специалист по подбору персонала;0;0
Ангарск;Специалист службы безопасности;0;0
Ангарск;Токарь, фрезеровщик, шлифовщик;0;0
Ангарск;Торговый представитель;70000;100000
Ангарск;Упаковщик, комплектовщик;30000;40000
Ангарск;Электромонтажник;93500;57000
Ангарск;Юрист;34000;
Ангарский;Автослесарь, автомеханик;0;0
Ангрен;Системный аналитик;0;0
Ангрен;Юрист;4000000;8000000
Андижан;Бухгалтер;500000;
Андижан;Другое;2500000;0
Андижан;Инженер ПТО, инженер-сметчик;0;0
Андижан;Медицинский представитель;0;0
Андижан;Менеджер по продажам, менеджер по работе с клиентами;0;0
Андижан;Системный администратор;0;0
Андижан;Супервайзер;;13000000
Андижан;Юрисконсульт;0;0
Андреаполь;Упаковщик, комплектовщик;150000;
Андреаполь;Электромонтажник;30600;
Андреевка (Хасанский район);Другое;90000;140000
Андреевка (Хасанский район);Системный администратор;60000;62000
Анжеро-Судженск;Агент по недвижимости;29900;75000
Анжеро-Судженск;Бухгалтер;74000;
Анжеро-Судженск;Водитель;72500;78653,5
Анжеро-Судженск;Врач;140000;
Анжеро-Судженск;Грузчик;39900;44900
Анжеро-Судженск;Другое;90409;100000
Анжеро-Судженск;Инженер-конструктор, инженер-проектировщик;0;0
Анжеро-Судженск;Системный администратор;48000;
Анна;Упаковщик, комплектовщик;150000;
Анна;Экономист;0;0
Антиповка;Автослесарь, автомеханик;0;0
Антропово;Упаковщик, комплектовщик;150000;
